SolarRad.,TempOut,OutHum,Hora
0,9.8,87.6666666666667,21
0,8.18333333333333,90.3333333333333,22
0,7.51666666666667,93,23
0,8.28333333333333,94,0
0,9.08333333333333,92.3333333333333,1
0,7.9,92.6666666666667,2
0,7.5,94.1666666666667,3
0,7.35,94.5,4
0,6.71666666666667,94.5,5
5.5,7.76666666666667,96,6
37,9.73333333333333,93.1666666666667,7
164.5,11.8333333333333,85.8333333333333,8
418.333333333333,13.9166666666667,77.5,9
417,15.3166666666667,71.5,10
796.5,17,64.8333333333333,11
846.833333333333,18.2833333333333,58.5,12
752.166666666667,18.9,52.5,13
636.833333333333,18.6833333333333,48.3333333333333,14
418.833333333333,17.8333333333333,51.6666666666667,15
233.833333333333,16.5833333333333,54.5,16
63.1666666666667,15.0166666666667,60.3333333333333,17
0.5,13.65,68.5,18
0,12.5666666666667,73.8333333333333,19
0,11.0833333333333,79,20
0,9.31666666666667,84.1666666666667,21
0,8.53333333333333,88,22
0,7.56666666666667,89.8333333333333,23
0,6.46666666666667,90.8333333333333,0
0,6.01666666666667,91.8333333333333,1
0,5.41666666666667,92.3333333333333,2
0,4.65,93.6666666666667,3
0,5.41666666666667,95.3333333333333,4
0,5.53333333333333,94.5,5
16.6666666666667,5.31666666666667,95,6
187.333333333333,8.05,91.6666666666667,7
571,12.7666666666667,76.6666666666667,8
708,15.7666666666667,61.6666666666667,9
844.833333333333,17.4,55.8333333333333,10
955.333333333333,18.9666666666667,51.3333333333333,11
941.833333333333,20.0166666666667,48,12
809.833333333333,19.9166666666667,46.8333333333333,13
563.166666666667,19.4,48.5,14
373.5,18.2333333333333,52.3333333333333,15
283.666666666667,17.4333333333333,55.1666666666667,16
126.5,16.5333333333333,59,17
2.16666666666667,13.5833333333333,68.3333333333333,18
0,12.133333333333301,72,19
0,10.4333333333333,78.3333333333333,20
0,9,84.5,21
0,7.81666666666667,86.5,22
0,7.2,87.8333333333333,23
0,5.76666666666667,90.6666666666667,0
0,4.58333333333333,91.8333333333333,1
0,3.9,92.6666666666667,2
0,4.18333333333333,94,3
0,3.81666666666667,92.5,4
0,3.01666666666667,93.1666666666667,5
7.16666666666667,2.55,94.5,6
135.666666666667,4.63333333333333,93.6666666666667,7
440.166666666667,11.25,73.8333333333333,8
666.166666666667,15.0666666666667,56,9
836.666666666667,17.55,45.3333333333333,10
935.166666666667,19.0833333333333,43.6666666666667,11
969.333333333333,20.0833333333333,43.1666666666667,12
934.833333333333,20.7333333333333,44.6666666666667,13
621.333333333333,20.85,44.1666666666667,14
575.5,20.2833333333333,48,15
365.833333333333,19.05,49,16
84,16.6166666666667,52.5,17
2,14.3,61,18
0,12.8166666666667,68.6666666666667,19
0,11.7166666666667,74.3333333333333,20
0,10.2666666666667,80.5,21
0,9.93333333333333,81.3333333333333,22
0,8,86.1666666666667,23
0,7.25,89.8333333333333,0
0,6.86666666666667,92.5,1
0,5.7,93,2
0,5.06666666666667,94.3333333333333,3
0,4.6,94.8333333333333,4
0,4.51666666666667,95.6666666666667,5
6.33333333333333,5.06666666666667,96.5,6
142.833333333333,6.33333333333333,96.8333333333333,7
295,10.3333333333333,88.5,8
444.833333333333,13.4,75.3333333333333,9
678.833333333333,16.25,62.6666666666667,10
766.666666666667,18.85,52.1666666666667,11
568.833333333333,19.5,52,12
437.333333333333,19.7833333333333,50.5,13
618.333333333333,20,47.5,14
414.166666666667,19.9,42.8333333333333,15
207.333333333333,18.9,49.1666666666667,16
77.1666666666667,16.8,59.1666666666667,17
1.66666666666667,14.5666666666667,65.6666666666667,18
0,12.6166666666667,72.6666666666667,19
0,10.9333333333333,78,20
0,10.0166666666667,81.3333333333333,21
0,8.43333333333333,86.6666666666667,22
0,8.05,88.1666666666667,23
0,6.85,91.6666666666667,0
0,5.96666666666667,92.5,1
0,5.5,94,2
0,5.05,94.3333333333333,3
0,4.41666666666667,95.1666666666667,4
0,5.25,96.1666666666667,5
7.16666666666667,5.75,96,6
163.166666666667,6.78333333333333,96.8333333333333,7
441.166666666667,12.2833333333333,83.6666666666667,8
661.166666666667,15.4833333333333,69.5,9
787.833333333333,17.4833333333333,63,10
690.166666666667,19.3833333333333,52.3333333333333,11
812.333333333333,20.1833333333333,48.1666666666667,12
798.833333333333,20.9833333333333,46,13
527.166666666667,20.6166666666667,47.1666666666667,14
408.666666666667,20.75,46.1666666666667,15
258.666666666667,19.5166666666667,56.5,16
69,18.1,63.5,17
2.33333333333333,15.4666666666667,73.6666666666667,18
0,12.6666666666667,81.1666666666667,19
0,11.9833333333333,82.6666666666667,20
0,11.85,84.6666666666667,21
0,10.9333333333333,87,22
0,9.56666666666667,90,23
0,8.98333333333333,90.6666666666667,0
0,7.85,91.8333333333333,1
0,7.11666666666667,93.3333333333333,2
0,6.25,94.1666666666667,3
0,5.53333333333333,94.5,4
0,4.7,94.6666666666667,5
7,4.45,95.8333333333333,6
136.666666666667,6.63333333333333,96.6666666666667,7
445.166666666667,12.1666666666667,87.5,8
679.166666666667,15.3166666666667,75.3333333333333,9
805,18.4,64.3333333333333,10
310.5,19.6666666666667,58.3333333333333,11
823.5,21.2333333333333,52.5,12
382.666666666667,21.5833333333333,49.6666666666667,13
284.333333333333,20.75,51,14
109.5,19.8666666666667,50.1666666666667,15
91,19.15,62,16
75.1666666666667,18.3666666666667,69.8333333333333,17
5.33333333333333,16.45,74.8333333333333,18
0,13.5333333333333,81.1666666666667,19
0,12.1,83.8333333333333,20
0,12.5166666666667,83.8333333333333,21
0,12.4666666666667,85.6666666666667,22
0,11.7833333333333,88,23
0,11.4833333333333,89.6666666666667,0
0,11.4333333333333,91,1
0,11.1166666666667,91.3333333333333,2
0,9.33333333333333,91.3333333333333,3
0,7.75,93.1666666666667,4
0,8.38333333333333,95.8333333333333,5
20.5,10.4166666666667,94.5,6
145.5,11.5666666666667,90.6666666666667,7
467.5,14.3666666666667,80.1666666666667,8
461.333333333333,16.5,71.5,9
308.666666666667,17.05,67.6666666666667,10
609.833333333333,17.75,67.5,11
463.666666666667,19.1166666666667,63.5,12
494,20.5833333333333,56.8333333333333,13
516.333333333333,21.2166666666667,56.6666666666667,14
335.833333333333,20.3833333333333,58.1666666666667,15
171.833333333333,19.4166666666667,63.1666666666667,16
61,17.5166666666667,68.5,17
3.33333333333333,15.3666666666667,75.3333333333333,18
0,13.4333333333333,81,19
0,13.2833333333333,81.6666666666667,20
0,12.383333333333301,85.5,21
0,10.0166666666667,89.3333333333333,22
0,9.35,91.8333333333333,23
0,9.9,91.6666666666667,0
0,10.05,91.8333333333333,1
0,9.86666666666667,93.3333333333333,2
0,9.58333333333333,93.1666666666667,3
0,8.6,92.8333333333333,4
0,7.68333333333333,94.8333333333333,5
8.5,9.3,94.5,6
132,9.8,94,7
438.833333333333,12.95,85.3333333333333,8
671.5,15.383333333333301,77.5,9
654.5,18.0666666666667,67.8333333333333,10
511.666666666667,19.8833333333333,61.6666666666667,11
899.666666666667,21.8666666666667,56.8333333333333,12
1027.16666666667,24.55,49.1666666666667,13
801,23.9333333333333,49.1666666666667,14
615.666666666667,23.35,50.3333333333333,15
163.166666666667,21.1333333333333,55.8333333333333,16
38,18.3,64.3333333333333,17
2.5,17.1666666666667,69.3333333333333,18
0,15.7166666666667,73,19
0,14.5666666666667,78.1666666666667,20
0,12.5666666666667,84.5,21
0,10.6666666666667,88,22
0,9.26666666666667,90.6666666666667,23
0,8.36666666666667,92.6666666666667,0
0,7.75,93.8333333333333,1
0,6.9,94,2
0,6.43333333333333,94.8333333333333,3
0,6.05,95.3333333333333,4
0,6.65,96.3333333333333,5
7.5,6.6,96.3333333333333,6
121.833333333333,7.46666666666667,96.8333333333333,7
443.666666666667,11.3166666666667,92.6666666666667,8
653.5,14.0333333333333,83,9
747.666666666667,16.8,74.5,10
554.333333333333,18.75,67.6666666666667,11
434.666666666667,19.75,64,12
442.5,20.5166666666667,57.8333333333333,13
383.333333333333,21.2,53.8333333333333,14
216.5,20.1833333333333,56.8333333333333,15
127,19.1833333333333,69.3333333333333,16
73.3333333333333,17.7166666666667,75,17
6.83333333333333,15.85,80.3333333333333,18
0,14.2,82.8333333333333,19
0,12.6166666666667,86.3333333333333,20
0,12.633333333333301,88.5,21
0,12.8166666666667,86.6666666666667,22
0,12.6,87.3333333333333,23
0,11.7333333333333,88,0
0,9.31666666666667,90.3333333333333,1
0,7.86666666666667,92.8333333333333,2
0,7.05,93.6666666666667,3
0,6.38333333333333,94.1666666666667,4
0,5.83333333333333,94.6666666666667,5
15.6666666666667,5.48333333333333,95.3333333333333,6
167.333333333333,8.55,96.5,7
345.833333333333,11.8,89.8333333333333,8
486.833333333333,14.5,80.1666666666667,9
396.666666666667,17.1333333333333,68.8333333333333,10
558.833333333333,18.05,63.1666666666667,11
736,20.4666666666667,55.1666666666667,12
483.833333333333,20.2833333333333,54.8333333333333,13
416.166666666667,20.5333333333333,54,14
400.5,21,53.1666666666667,15
375.5,20.6333333333333,56.6666666666667,16
38,17.5333333333333,65,17
2.16666666666667,15.5666666666667,70.5,18
0,13.7833333333333,76,19
0,11.6,82.3333333333333,20
0,10.3166666666667,84.6666666666667,21
0,8.96666666666667,87.6666666666667,22
0,7.51666666666667,90.5,23
0,6.43333333333333,92.6666666666667,0
0,5.81666666666667,93.5,1
0,5.18333333333333,94.3333333333333,2
0,5.1,95.5,3
0,5.91666666666667,96,4
0,5.36666666666667,95.8333333333333,5
7,5.25,96,6
120,6.16666666666667,96.8333333333333,7
442.833333333333,9.65,95,8
663.333333333333,14.35,79,9
844.333333333333,17.5833333333333,66.8333333333333,10
1004.66666666667,21.05,52.6666666666667,11
769.5,22.75,46.5,12
617,23.5166666666667,35.6666666666667,13
735.333333333333,24.35,45.5,14
277.166666666667,22.1333333333333,59.5,15
240.333333333333,21.15,63.6666666666667,16
53.5,19.3666666666667,66.8333333333333,17
0.5,17.0833333333333,72.6666666666667,18
0,15.45,76.6666666666667,19
0,15.3166666666667,79.3333333333333,20
0,14.55,83.5,21
0,13.85,86.1666666666667,22
0,13.4,87.5,23
0,13.1666666666667,86.3333333333333,0
0,12.55,88.1666666666667,1
0,11.8666666666667,90.1666666666667,2
0,11.0333333333333,90.5,3
0,10.45,92,4
0,10.8166666666667,91.1666666666667,5
17.5,10.0333333333333,91.5,6
114.166666666667,11.0333333333333,91.8333333333333,7
481.666666666667,15.0833333333333,79.1666666666667,8
655.166666666667,18.5166666666667,66.5,9
856,20.5833333333333,60.5,10
727.5,21.7,55.6666666666667,11
423.833333333333,22.2666666666667,53,12
204.666666666667,20.8833333333333,62.6666666666667,13
182.166666666667,19.8333333333333,65.5,14
179,19.6166666666667,66.3333333333333,15
54.3333333333333,18.6833333333333,68.3333333333333,16
27.5,16.5166666666667,78,17
0,13.55,88.6666666666667,18
0,12.15,91.5,19
0,10.85,92.6666666666667,20
0,10.2666666666667,94.1666666666667,21
0,10.0833333333333,94.6666666666667,22
0,10.133333333333301,95.5,23
0,10.65,96,0
0,10.3333333333333,95.8333333333333,1
0,10.1666666666667,96.1666666666667,2
0,10.2166666666667,96.3333333333333,3
0,10.5666666666667,97,4
0,10.7,96.8333333333333,5
14.1666666666667,10.8166666666667,96.5,6
103.666666666667,11.5833333333333,96.1666666666667,7
206,12.8,93.1666666666667,8
328,14.6,87.6666666666667,9
571.833333333333,17.4,76.8333333333333,10
740.5,20.05,63.1666666666667,11
607,20.9666666666667,57.8333333333333,12
516.666666666667,21.7,54.1666666666667,13
312.166666666667,20.3,65,14
303.666666666667,19.8666666666667,68.8333333333333,15
196.833333333333,18.5333333333333,72.5,16
85.3333333333333,17.7666666666667,74,17
1.5,15.9666666666667,79.5,18
0,14.633333333333301,83.5,19
0,13.4333333333333,88.5,20
0,13.133333333333301,90.3333333333333,21
0,13.2833333333333,91,22
0,13.0833333333333,91.6666666666667,23
0,13.0666666666667,92,0
0,13.133333333333301,92,1
0,12.0166666666667,92.5,2
0,11.633333333333301,94.3333333333333,3
0,12.0833333333333,94.6666666666667,4
0,12.2,94.8333333333333,5
12.8333333333333,12.2333333333333,94.5,6
89.8333333333333,13.1833333333333,92.6666666666667,7
215.833333333333,14.8333333333333,86.3333333333333,8
314,16.1833333333333,80.5,9
431.166666666667,17.8833333333333,75.1666666666667,10
699,19.95,68.5,11
301.333333333333,19.7666666666667,67.5,12
305,19.8833333333333,65.8333333333333,13
336.833333333333,20.3333333333333,65.5,14
181.833333333333,20.2,66.5,15
258.833333333333,20.2666666666667,67.6666666666667,16
103.833333333333,18.6833333333333,71.3333333333333,17
2.83333333333333,16.0833333333333,78.6666666666667,18
0,14.1166666666667,85.5,19
0,12.8333333333333,90,20
0,11.9333333333333,92.6666666666667,21
0,12.2,93,22
0,12.3666666666667,93.1666666666667,23
0,12.4833333333333,93.3333333333333,0
0,12.8,92.6666666666667,1
0,12.6666666666667,93,2
0,12.5,93,3
0,12.4833333333333,93,4
0,12.05,93.5,5
11.5,11.55,93.6666666666667,6
82.6666666666667,11.9166666666667,93.3333333333333,7
153.333333333333,14.1166666666667,87.8333333333333,8
613.166666666667,17.3333333333333,73.3333333333333,9
803.166666666667,19.9,64.3333333333333,10
964.166666666667,22.2666666666667,57.1666666666667,11
713.333333333333,23.3333333333333,52.8333333333333,12
978.166666666667,23.3666666666667,58.8333333333333,13
847.166666666667,22.5833333333333,60.5,14
614.166666666667,22.7833333333333,57,15
310.5,21.2166666666667,60.8333333333333,16
100,18.8,67.6666666666667,17
3.5,16.0833333333333,76.8333333333333,18
0,14.3166666666667,83,19
0,13.1166666666667,87.8333333333333,20
0,13.383333333333301,88,21
0,13.05,90,22
0,12.8333333333333,89.1666666666667,23
0,13.4,85.8333333333333,0
0,12.8666666666667,86.3333333333333,1
0,11.15,89.5,2
0,9.86666666666667,93,3
0,9.28333333333333,94,4
0,8.91666666666667,94.6666666666667,5
14.8333333333333,8.98333333333333,95.5,6
79.8333333333333,10.75,95.3333333333333,7
417.166666666667,14.2666666666667,83.3333333333333,8
565.333333333333,16.4166666666667,75.1666666666667,9
781.833333333333,18.7166666666667,66.1666666666667,10
902.666666666667,20.3166666666667,61.1666666666667,11
888.166666666667,21.6,55.3333333333333,12
970.666666666667,22.7666666666667,50.6666666666667,13
801.333333333333,24.2,51.1666666666667,14
181.166666666667,18.7666666666667,72.8333333333333,15
91,16.85,79.6666666666667,16
25.1666666666667,15.3,84.1666666666667,17
5.5,13.4833333333333,89.8333333333333,18
0,12.0833333333333,91.5,19
0,11.8333333333333,93.8333333333333,20
0,11.7,93.3333333333333,21
0,10.9166666666667,94.8333333333333,22
0,11.8,95.6666666666667,23
0,12.2833333333333,95,0
0,12.35,94.6666666666667,1
0,12.4333333333333,94.3333333333333,2
0,12.3666666666667,92.8333333333333,3
0,12.2666666666667,91.6666666666667,4
0,12.1,91.8333333333333,5
5.66666666666667,11.8333333333333,93.1666666666667,6
96.1666666666667,12.4666666666667,91.1666666666667,7
224.833333333333,13.7666666666667,87.5,8
286.333333333333,15.0166666666667,81.3333333333333,9
746.5,18.0833333333333,69.1666666666667,10
1060.33333333333,20.3,57.1666666666667,11
973.333333333333,21.25,55.8333333333333,12
516.333333333333,22.35,50.3333333333333,13
815.5,23.75,44,14
650,23.8166666666667,43.5,15
407.833333333333,22.6833333333333,50.3333333333333,16
136,20.2333333333333,59.3333333333333,17
5.66666666666667,16.7166666666667,74.6666666666667,18
0,14.65,82.3333333333333,19
0,13.1666666666667,86.5,20
0,12.5833333333333,88.1666666666667,21
0,11.9166666666667,90.5,22
0,11.55,89.8333333333333,23
0,10.5333333333333,91,0
0,9.73333333333333,90.5,1
0,8.31666666666667,91,2
0,6.75,92.8333333333333,3
0,5.8,94.3333333333333,4
0,6.11666666666667,96.1666666666667,5
15.6666666666667,7.03333333333333,96,6
115.833333333333,8.65,94,7
356.5,11.7166666666667,85.8333333333333,8
564.833333333333,14.35,80.1666666666667,9
740.833333333333,17.7166666666667,65.6666666666667,10
801.5,20.0333333333333,53.6666666666667,11
922.833333333333,21.5333333333333,49.5,12
573.5,22.65,48.6666666666667,13
626.5,22.7,52.6666666666667,14
306.333333333333,21.9333333333333,55.1666666666667,15
354.5,21.8166666666667,55.6666666666667,16
56.5,19.1,64.8333333333333,17
2,16.9,74.3333333333333,18
0,15.7666666666667,80.5,19
0,15.2166666666667,81.6666666666667,20
0,14.3166666666667,80.6666666666667,21
0,13.1666666666667,84.6666666666667,22
0,12.8,85.6666666666667,23
0,12.0833333333333,87.6666666666667,0
0,12.1,87.1666666666667,1
0,11.9333333333333,86.5,2
0,11.1,89.8333333333333,3
0,10.8666666666667,90,4
0,10.383333333333301,90.5,5
12,10.383333333333301,91.6666666666667,6
95.3333333333333,11.883333333333301,85.6666666666667,7
327.166666666667,14.2333333333333,76.6666666666667,8
666.5,16.6,69.3333333333333,9
586.666666666667,18.5166666666667,59.1666666666667,10
281,17.7833333333333,59,11
369.833333333333,19.2,54.3333333333333,12
258.166666666667,19.85,51.6666666666667,13
247.666666666667,20.0333333333333,49.8333333333333,14
496.333333333333,21.2166666666667,47.5,15
107,19.45,51,16
35.3333333333333,17.9,59.1666666666667,17
2,15.3,70.1666666666667,18
0,13.7166666666667,76,19
0,12.383333333333301,81.1666666666667,20
0,11.6,84.1666666666667,21
0,10.55,87.3333333333333,22
0,10.3333333333333,88.5,23
0,10.6666666666667,88.1666666666667,0
0,11.3666666666667,85.6666666666667,1
0,11.3166666666667,84.5,2
0,11.0666666666667,82.6666666666667,3
0,10.7166666666667,80.6666666666667,4
0,9.91666666666667,81.1666666666667,5
15.5,10.45,81.1666666666667,6
108,12.0166666666667,74.8333333333333,7
326.333333333333,14.0166666666667,67.5,8
507.833333333333,16.1333333333333,57.8333333333333,9
678,18.1,54.3333333333333,10
523.666666666667,19.4666666666667,51.1666666666667,11
366.833333333333,19.9,48.5,12
705.833333333333,21.2833333333333,46.3333333333333,13
842.5,22.7333333333333,43.3333333333333,14
608.833333333333,22.45,44,15
321.666666666667,20.6333333333333,49.1666666666667,16
35.8333333333333,17.4666666666667,56.3333333333333,17
1,15.55,60.6666666666667,18
0,14.5333333333333,67.3333333333333,19
0,13.95,70.6666666666667,20
0,11.8,78.1666666666667,21
0,10.9333333333333,81.3333333333333,22
0,9.53333333333333,86.6666666666667,23
0,8.48333333333333,89.8333333333333,0
0,8.21666666666667,91.5,1
0,9.16666666666667,90.3333333333333,2
0,9.48333333333333,89.5,3
0,9.38333333333333,89.1666666666667,4
0,7.81666666666667,89.8333333333333,5
15,7.18333333333333,91.1666666666667,6
110.833333333333,9.31666666666667,87.8333333333333,7
381,14.2,70.1666666666667,8
591.833333333333,16.4666666666667,60.8333333333333,9
711.833333333333,18.25,54.8333333333333,10
359.833333333333,19.5666666666667,49.5,11
326.833333333333,19.5,49.6666666666667,12
748.666666666667,20.95,48.6666666666667,13
512.833333333333,21.0166666666667,47.6666666666667,14
250.5,20.0166666666667,47.8333333333333,15
